---------------------------------------------------------------
|Name                                              |Effekt    |
|Conarium                                          |Positive  |
|Black The Fall                                    |Positive  |
|Hegemony III: Clash of the Ancients               |Positive  |
|Hero Siege - The Karp of Doom                     |Positive  |
|Arma 3 Helicopters                                |Positive  |
|Saints Row: Gat out of Hell                       |Positive  |
|Watch_Dogs - Access Granted Pack                  |Positive  |
|CoH 2 - The Western Front Armies: Oberkommando West|Positive  |
|DreadOut                                          |Positive  |
|Collapse                                          |Positive  |
|Killer is Dead - Nightmare Edition                |Positive  |
|Septerra Core                                     |Positive  |
|The Land of Pain                                  |Positive  |
|Secrets of Rætikon                                |Positive  |
|Bridge Constructor                                |Positive  |
|Borderlands 2: Headhunter 4: Wedding Day Massacre |Positive  |
|Anachronox                                        |Positive  |
|Sir, You Are Being Hunted                         |Positive  |
|Mars: War Logs                                    |Positive  |
|Worms Clan Wars                                   |Positive  |
|Action! - Gameplay Recording and Streaming        |Positive  |
|Expansion - Crusader Kings II: Sons of Abraham    |Positive  |
|Borderlands 2: Assassin Domination Pack           |Positive  |
|Aarklash: Legacy                                  |Positive  |
|Borderlands 2: Ultimate Vault Hunters Upgrade Pack|Positive  |
|Proteus                                           |Positive  |
|Mercenary Kings: Reloaded Edition                 |Positive  |
|Gear Up                                           |Positive  |
|Borderlands 2: Collector's Edition Pack           |Positive  |
|Dishonored - Void Walker Arsenal                  |Positive  |
|Game of Thrones - Dog Pack DLC                    |Positive  |
|Game of Thrones - Beyond the Wall (Blood Bound) DLC|Positive  |
|Borderlands 2 - Captain Scarlett and her Pirate's Booty|Positive  |
|Anno 2070™ - Deep Ocean                           |Positive  |
|ArcheBlade™                                       |Positive  |
|America's Army: Proving Grounds                   |Positive  |
|Fate of the World                                 |Positive  |
|F1 RACE STARS™                                    |Positive  |
|Train Simulator: Horseshoe Curve Route Add-On     |Positive  |
|Saints Row: The Third - Special Ops Vehicle Pack  |Positive  |
|Saints Row: The Third Warrior Pack                |Positive  |
|Saints Row: The Third - Bloodsucker Pack          |Positive  |
|Saints Row: The Third - Penthouse Pack            |Positive  |
|Saints Row: The Third Shark Attack Pack           |Positive  |
|Borderlands: The Secret Armory of General Knoxx   |Positive  |
|NecroVisioN: Lost Company                         |Positive  |
|The Sims™ 3 World Adventures                      |Positive  |
|Victoria I Complete                               |Positive  |
|Chaser                                            |Positive  |
|Hinterland                                        |Positive  |
|Drakensang                                        |Positive  |
|Death to Spies                                    |Positive  |
|A.R.E.S. Complete Edition                         |Positive  |
|RACE - The WTCC Game                              |Positive  |
|NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット|Positive  |
|Digital Resistance                                |Positive  |
|Trials of the Illuminati: Animated Sea Creatures Jigsaws|Positive  |
|Freebie                                           |Positive  |
|Just Fishing                                      |Positive  |
|Sugar Cube: Bittersweet Factory                   |Positive  |
|Table Top Racing: World Tour                      |Positive  |
|Winged Sakura: Demon Civil War                    |Positive  |
|Aegis Defenders                                   |Positive  |
|Woah Dave!                                        |Positive  |
|Blood Bowl - Legendary Edition                    |Positive  |
|ASSAULT GUNNERS HD EDITION                        |Positive  |
|Time Leap Paradise SUPER LIVE!                    |Positive  |
|Cubic Castles                                     |Positive  |
|Rugby League Live 3                               |Positive  |
|Gatling Gears                                     |Positive  |
|Super Blasting Boy                                |Positive  |
|STEEL STRIDER                                     |Positive  |
|Fable Fortune                                     |Positive  |
|ABRACA - Imagic Games                             |Positive  |
|Fight The Dragon                                  |Positive  |
|CHRONO                                            |Positive  |
|Jump Gunners                                      |Positive  |
|Deadlight                                         |Positive  |
|ENYO Arcade                                       |Positive  |
|Shark Simulator                                   |Positive  |
|AquaNox                                           |Positive  |
|Fernbus Simulator - Fußball Mannschaftsbus        |Positive  |
|Stitched                                          |Positive  |
|Kerbal Space Program: Breaking Ground Expansion   |Positive  |
|Fox and Bunny                                     |Positive  |
|Swap Roles                                        |Positive  |
|PAYDAY 2: h3h3 Character Pack                     |Positive  |
|阿达三国志2019  竖版 Three Kingdoms 2019                 |Positive  |
|Dream Walker                                      |Positive  |
|Rheum                                             |Positive  |
|Valerian Tales                                    |Positive  |
|Depth Siege Atlantis                              |Positive  |
|Boise Historic Natatorium                         |Positive  |
|Madness of the Architect                          |Positive  |
|Happy Anime Puzzle                                |Positive  |
|Build An Empire Collection                        |Positive  |
|Factory Manager                                   |Positive  |
|Retro Snake                                       |Positive  |
|Never Let Me Awake                                |Positive  |
|Himno - Original Soundtrack                       |Positive  |
|Unreal Maze Survival                              |Positive  |
|Helltower                                         |Positive  |
|Park assault                                      |Positive  |
|Prismatic Maze                                    |Positive  |
|Flaws in the People We Love                       |Positive  |
|Super Lumberjack                                  |Positive  |
|Hocus Potions                                     |Positive  |
|PUZZLE: OCEAN                                     |Positive  |
|Boom Boom Tower                                   |Positive  |
|OldWar                                            |Positive  |
|Treasure Masters, Inc.: The Lost City             |Positive  |
|DOFUS - ADVENTURE PACK                            |Positive  |
|Hippo eating banana                               |Positive  |
|大时代：三国立志                                          |Positive  |
|Call of Otechestvo Donbass                        |Positive  |
|Argonauts Agency: Pandora's Box                   |Positive  |
|Twinkle Star - 未来はすぐそこで待っている                      |Positive  |
|Axan Ships - Low Poly                             |Positive  |
|R.O.V.E.R.                                        |Positive  |
|模拟家装修                                             |Positive  |
|LOGistICAL 2: France                              |Positive  |
|The Golf Club & The Golf Club VR Design & Play    |Positive  |
|魔物讨伐团                                             |Positive  |
|Meerkat Gaming VR Bundle                          |Positive  |
|PUZZLE: ULTIMATE                                  |Positive  |
|Fated Souls 1-2-3                                 |Positive  |
|Valkeala Software Bundle                          |Positive  |
|Berserk Season 1                                  |Positive  |
|AirMech Command (VR) + AirMech Soundtrack         |Positive  |
|Fix Me Fix You Deluxe Edition                     |Positive  |
|RPG Maker MV - Hiroki Kikuta music pack: Bundle   |Positive  |
|Shining Plume 1+2                                 |Positive  |
|Galaxy Girls Deluxe Edition                       |Positive  |
|JET HERO SUPER LONELY GOD BUNDLE                  |Positive  |
|Falling Star Bundle                               |Positive  |
|JET HERO FAMOUS ANIMALS BUNDLE                    |Positive  |
|JET HERO SUPER FLY BUNDLE                         |Positive  |
|On The Path Full Set                              |Positive  |
|2016 + 2012 Edition Pack                          |Positive  |
|Outbreak - Deluxe Edition                         |Positive  |
|Last Heroes 1/2/3/4                               |Positive  |
|New Yankee – To the Queen!                        |Positive  |
|Time Mysteries Collection                         |Positive  |
|Fairy Fencer F: Advent Dark Force DLC Pack | DLCセット | 下載內容套組|Positive  |
|Vagrant Hearts 0+1+2                              |Positive  |
|Double the Meat                                   |Positive  |
|Two Wars - Part 1                                 |Positive  |
|Welcome to the Pool Hall                          |Positive  |
|Retro Snake Adventures                            |Positive  |
|ATOMIC FABRIK BUNDLE                              |Positive  |
|JUST DASH                                         |Positive  |
|Usual John                                        |Positive  |
|Medical verdict                                   |Positive  |
|Watching Delusion                                 |Positive  |
|ZOLO - Zombies Only Live Once                     |Positive  |
|Ultimate War                                      |Positive  |
|Forest Rabbit                                     |Positive  |
|Railroad Tracks                                   |Positive  |
|Pirate Mosaic Puzzle. Caribbean Treasures         |Positive  |
|Cosmic Ray                                        |Positive  |
|Ecchi Puzzle                                      |Positive  |
|Unmanned helicopter                               |Positive  |
|Battle Of Worldviews                              |Positive  |
|Majin Woman                                       |Positive  |
|Defiance 2050 - Starter Class Pack                |Positive  |
|Life After The Living                             |Positive  |
|魔装術師アカネ / Magic MechSuit Akane                    |Positive  |
|ClusterDisaster                                   |Positive  |
|Jailbreak Craft                                   |Positive  |
|Athletics Games VR                                |Positive  |
|Defection                                         |Positive  |
|景行 | Encourage                                    |Positive  |
|Wagers of War                                     |Positive  |
|HORSE                                             |Positive  |
|WAKFU - Shushued Pack                             |Positive  |
|秋叶|Autumn leaves                                  |Positive  |
|Royal Booty Quest                                 |Positive  |
|Idle Champions - Black Cat Familiar               |Positive  |
|WorkinVR                                          |Positive  |
|The Putinland: Divide & Conquer                   |Positive  |
|HarmonyTD                                         |Positive  |
|Korean Scary Folk Tales VR : The Forbidden Book   |Positive  |
|Brain 43℃                                         |Positive  |
|Heavy Blade                                       |Positive  |
|Blockchain Tycoon                                 |Positive  |
|Glaive: Brick Breaker                             |Positive  |
|LEGO® The Incredibles - Parr Family Vacation Character Pack|Positive  |
|Air Raid Over Britain                             |Positive  |
|VR_PlayRoom : Episode Beginning (Escape Room - Horror)|Positive  |
|Armored Squad                                     |Positive  |
|Up And Up                                         |Positive  |
|RAMS                                              |Positive  |
|Lovecraft Quest - A Comix Game                    |Positive  |
|匿名信：失心者 / Strayer                                 |Positive  |
|Luminescence                                      |Positive  |
|Exposure                                          |Positive  |
|Naturallandscape - GuilinLandscape (自然景观系列-桂林山水)  |Positive  |
|Epic Roller Coasters — Armageddon                 |Positive  |
|Simple Man                                        |Positive  |
|XXZ: Season Pass                                  |Positive  |
|UNDEAD FACTORY:Zombie Pandemic                    |Positive  |
|Army of Squirrels                                 |Positive  |
|Never Stop Sneakin'                               |Positive  |
|Sword Mans                                        |Positive  |
|Bomb Hunter MT                                    |Positive  |
|Psi Cards                                         |Positive  |
|SKULL FEAST                                       |Positive  |
|Volantia                                          |Positive  |
|Monkey Rush                                       |Positive  |
|Cowboy Escape                                     |Positive  |
|Looney Rally                                      |Positive  |
|Putin takes taxes                                 |Positive  |
|XXZ: Fanbook                                      |Positive  |
|ESPER                                             |Positive  |
|Nobunaga's Ambition: Taishi - 「今井宗久」武将データ/ "Sokyu Imai" Officer Data|Positive  |
|Asteion Nights                                    |Positive  |
|Resume: The Video Game                            |Positive  |
|Recycler's Terminal                               |Positive  |
|Prism                                             |Positive  |
|Sheep Collision                                   |Positive  |
|Nystagmus                                         |Positive  |
|VIP Shuttle                                       |Positive  |
|Firon                                             |Positive  |
|Bhavacakra Grace                                  |Positive  |
|Duckumentary                                      |Positive  |
|Kinaman vs Gray Elephant                          |Positive  |
|Falling words                                     |Positive  |
|Graviteam Tactics: Tielieketi Incident            |Positive  |
|Robots 2 Unknown World                            |Positive  |
|Forests of Augusta                                |Positive  |
|Stonetowers                                       |Positive  |
|Devochka Quest                                    |Positive  |
|What's My Gender?                                 |Positive  |
|❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉   |Positive  |
|Dungeon Defenders II - Frostlord Pack             |Positive  |
|Trafic Road Rush                                  |Positive  |
|HUNTING SIMULATOR VR                              |Positive  |
|Theseus: Journey to Athens                        |Positive  |
|Dog In A Box                                      |Positive  |
|Dragon Racer                                      |Positive  |
|PASKA BATTLE STYLE!                               |Positive  |
|WarZone Flashpoint                                |Positive  |
|Kara's Darkness Chapter One                       |Positive  |
|Quantum Legend - VR Experience                    |Positive  |
|Chainsaw Warrior: Total Darkness Edition          |Positive  |
|MineSweep                                         |Positive  |
|The Departure                                     |Positive  |
|Mistero a Villa MilaFlora                         |Positive  |
|The Antidote                                      |Positive  |
|18 Floors                                         |Positive  |
|TUBWT                                             |Positive  |
|Redline Ultimate Racing                           |Positive  |
|Suicideville                                      |Positive  |
|Bloody Mary: Forgotten Curse                      |Positive  |
|The Legend of Evil                                |Positive  |
|FSX Steam Edition: Cessna® C208B Grand Caravan® EX Add-On|Positive  |
|Risky Wings                                       |Positive  |
|Revoke                                            |Positive  |
|Blood Day                                         |Positive  |
|Curse in our heads                                |Positive  |
|Lyratha: Labyrinth - Survival - Escape            |Positive  |
|Welcome To... Chichester 0 - Preview              |Positive  |
|Real Fishing VR                                   |Positive  |
|Rebirth Fantasy Online                            |Positive  |
|CupGuess                                          |Positive  |
|SUBARACITY                                        |Positive  |
|Bravado                                           |Positive  |
|GameEllen                                         |Positive  |
|✌ Johnny Rocket                                   |Positive  |
|Rimi Action RPG                                   |Positive  |
|Rabbit of Destiny                                 |Positive  |
|oOo: Ascension                                    |Positive  |
|George's Memories EP.1                            |Positive  |
|Ishmael                                           |Positive  |
|Hentai Puzzle Classic                             |Positive  |
|Pixel Battle Royale                               |Positive  |
|Hentai Memorama                                   |Positive  |
|江湖求生 Ganghood Survival                            |Positive  |
|Webcam World View                                 |Positive  |
|Aquarium Sandbox                                  |Positive  |
|Heart of the Kingdom: Rebellion                   |Positive  |
|Grand Strategy                                    |Positive  |
|Escape the Enterprise/逃离企业号                       |Positive  |
|Jellyfish Season                                  |Positive  |
|Girls Dance VR                                    |Positive  |
|Endless Battle                                    |Positive  |
|Short Life                                        |Positive  |
|Emoto                                             |Positive  |
|Shadow of the Tomb Raider - Fear Incarnate Gear   |Positive  |
|Shadow of the Tomb Raider - Classic Trinity Gear  |Positive  |
|Shadow of the Tomb Raider - Golden Eagle Gear     |Positive  |
|Cursed Town                                       |Positive  |
|Darkest Mana : Master of the Table                |Positive  |
|Brother Perro                                     |Positive  |
|Camp Grizzly VR                                   |Positive  |
|The Amazing Bernard                               |Positive  |
|Eternal Man: Jump                                 |Positive  |
|Russian Prisoner VS Nazi Zombies                  |Positive  |
|Truth Of Falchion                                 |Positive  |
|Peccator                                          |Positive  |
|Crypto Girl The Visual Novel                      |Positive  |
|Solitaire Knights                                 |Positive  |
|The Long Reach - Soundtrack                       |Positive  |
|Untouchable                                       |Positive  |
|Mortal Squad: Portal to Hell                      |Positive  |
|The Protocons                                     |Positive  |
|STE : Save The Earth                              |Positive  |
|Mogic                                             |Positive  |
|HIGHER GROUND                                     |Positive  |
|GL1TCH                                            |Positive  |
|Bedtime Blues                                     |Positive  |
|Ocean's Treasures                                 |Positive  |
|Atom-X                                            |Positive  |
|Solitaire: Learn the Flags!                       |Positive  |
|Log Challenge                                     |Positive  |
|The Hardest Thing                                 |Positive  |
|Shinrin-yoku: Forest Meditation and Relaxation    |Positive  |
|Stickman Safe and Destroy                         |Positive  |
|Stickman Race Draw                                |Positive  |
|Kansei                                            |Positive  |
|Gravity puzzles                                   |Positive  |
|Devil's Land                                      |Positive  |
|Hangover                                          |Positive  |
|Winner Winner Chicken Dinner!                     |Positive  |
|Vinhomes Metropolis VR Interior                   |Positive  |
|Fantasy Defense                                   |Positive  |
|The Little War                                    |Positive  |
|CarX Drift Racing Online - Power Drift            |Positive  |
|Amazing Human Simulator                           |Positive  |
|Zomby Soldier                                     |Positive  |
|Beer!                                             |Positive  |
|#CuteSnake                                        |Positive  |
|LingeriesOffice                                   |Positive  |
|The End: Inari's Quest                            |Positive  |
|Neon Force Pushers                                |Positive  |
|Warhammer Chaosbane - Pets Pack                   |Positive  |
|Mirror Stage                                      |Positive  |
|BattleCry: World At War                           |Positive  |
|morphe                                            |Positive  |
|Extreme Drifters                                  |Positive  |
|VR-X Player Steam Edition                         |Positive  |
|The Last Front                                    |Positive  |
|Wallrunners                                       |Positive  |
|Stunt Hill                                        |Positive  |
|WIN THE GAME: DO IT!                              |Positive  |
|Pacific Storm Pack                                |Positive  |
|PT Boats Gold                                     |Positive  |
|Ghostly Matter                                    |Positive  |
|NASCAR Heat 2 - 2018 Season Update                |Positive  |
|Guns'N'Zombies + N'Aliens DLC                     |Positive  |
|Barbarian Souls                                   |Positive  |
|Food Dream Factory 美食梦工厂：研发美食开心制作糖果模拟经营养成         |Positive  |
|Cadria Item Shop - Business Pass                  |Positive  |
|IMAZE.EXE 2                                       |Positive  |
|Chiptune DJ                                       |Positive  |
|Voidship: The Long Journey                        |Positive  |
|Cro Magnon                                        |Positive  |
|#Have A Sticker                                   |Positive  |
|Kingdom Come: Deliverance - HD Voice Pack - German|Positive  |
|Survivor Island                                   |Positive  |
|They Are Hundreds                                 |Positive  |
|Idol Quest VR                                     |Positive  |
|Cemetery Warrior 2                                |Positive  |
|GameGuru - Construction Site Pack                 |Positive  |
|White Pearl                                       |Positive  |
|Conan Exiles - The Imperial East Pack             |Positive  |
|KAKUSANKIBOU / 扩散希望                               |Positive  |
|INSPACE 2980                                      |Positive  |
|Immersion Pack - Europa Universalis IV: Rule Britannia|Positive  |
|Taste of Power                                    |Positive  |
|Risen Franchise Pack                              |Positive  |
|CPUCores + System Hardware Analyzer (DLC) Bundle  |Positive  |
|The Fullbright Collection                         |Positive  |
|The Complete GRID Bundle                          |Positive  |
|Dokkaebi Hentai Adventures - Anime Edition        |Positive  |
|The Mawesome Pack                                 |Positive  |
|Red Faction Complete Collection                   |Positive  |
|PLANES ATTACK                                     |Positive  |
|MORDHAU - Supporter Pack                          |Positive  |
|Pinball FX3 - Williams™ Pinball: Volume 3         |Positive  |
|INVITATION                                        |Positive  |
|Treasure chest Corps-結界を維持するため、魔物を退治した            |Positive  |
|机退怪兽                                              |Positive  |
|Farming Simulator 19 - Anderson Group Equipment Pack|Positive  |
|Warhammer: Vermintide 2 - Back to Ubersreik       |Positive  |
|Die Young: Prologue                               |Positive  |
|寻迹 -A story of a song-                            |Positive  |
|9Dragons : Kung Fu Arena                          |Positive  |
|MiG-29 for DCS World                              |Positive  |
|HITMAN™ - GOTY Legacy Pack                        |Positive  |
|Jurassic World Evolution: Secrets of Dr Wu        |Positive  |
|RWBY: Grimm Eclipse - Team RWBY Timeskip Costume Pack|Positive  |
|Sid Meier's Civilization® VI: Gathering Storm     |Positive  |
|Cities: Skylines - Campus                         |Positive  |
|东方梦零魂 -TouHou Nil Soul-                           |Positive  |
|吞食孔明传 Tunshi Kongming Legends                     |Positive  |
|Assassin's Creed® Odyssey - Season Pass           |Positive  |
|Endless Space® 2 - Supremacy                      |Positive  |
|Seek Or Die                                       |Positive  |
|Archery Kings VR                                  |Positive  |
|Quiet as a Stone                                  |Positive  |
|International Basketball Manager                  |Positive  |
|AIdol                                             |Positive  |
|PC Building Simulator - Razer Workshop            |Positive  |
|Rio Rex                                           |Positive  |
|Domain Defense Pack                               |Positive  |
|Hum Drum Experiences                              |Positive  |
|Dungeons 3 - An Unexpected DLC                    |Positive  |
|Marvin The Hatter                                 |Positive  |
|Avalon Legends Solitaire 3                        |Positive  |
|The Front of Greed                                |Positive  |
|Sky Shepherd                                      |Positive  |
|Easy Shooter                                      |Positive  |
|Grand Battle                                      |Positive  |
|Crayola Scoot                                     |Positive  |
|Mega Man X8 Sound Collection                      |Positive  |
|Final Islands                                     |Positive  |
|Breacher Story                                    |Positive  |
|Hectic                                            |Positive  |
|EggFight                                          |Positive  |
|噬元之主                                              |Positive  |
|DRAGON BALL FIGHTERZ - Commentator Voice Pack     |Positive  |
|Drowning                                          |Positive  |
|Aladin & the Enchanted Lamp                       |Positive  |
|Adventure Game                                    |Positive  |
|Virus Petya                                       |Positive  |
|RPG Maker MV - Medieval: Townfolk I               |Positive  |
|SENRAN KAGURA Peach Beach Splash - Eternal Summer Camisole|Positive  |
|SENRAN KAGURA Peach Beach Splash - Mega Weapon Pack|Positive  |
|NetStars - VR Goalie Trainer                      |Positive  |
|Highway Wars                                      |Positive  |
|RoboHeist VR                                      |Positive  |
|CONFLICT OF NATIONS: WORLD WAR 3 Brigade Pack     |Positive  |
|Life and Debt: A Real Life Simulator              |Positive  |
|Snake Classic                                     |Positive  |
|Bikour!                                           |Positive  |
|Critical Mess                                     |Positive  |
|Injustice™ 2 - Infinite Transforms                |Positive  |
|The Commission: Organized Crime Grand Strategy    |Positive  |
|Fantasy Mosaics 21: On the Movie Set              |Positive  |
|Typical Nightmare                                 |Positive  |
|SUPER ASTEROIDS                                   |Positive  |
|Snow White Solitaire. Legacy of Dwarves           |Positive  |
|Retro Sphere                                      |Positive  |
|Hyperbolic Ignition                               |Positive  |
|Piwall                                            |Positive  |
|Retro Racing City                                 |Positive  |
|Super Arcade Soccer                               |Positive  |
|WarGround                                         |Positive  |
|The Marvellous Machine                            |Positive  |
|Need for Spirit: Drink & Drive Simulator/醉驾模拟器    |Positive  |
|夜之归途 Night Homing                                 |Positive  |
|NEONARCADE: adventure puzzle muse                 |Positive  |
|Space Gladiator                                   |Positive  |
|Plunder                                           |Positive  |
|Guo Jia - Officer Ticket / 郭嘉使用券                  |Positive  |
|x2Roulette                                        |Positive  |
|We Must Praise Our Glorious Leader The Flumf      |Positive  |
|Lu Bu - Officer Ticket / 呂布使用券                    |Positive  |
|机能女孩-Energy Girl                                  |Positive  |
|Xin Xianying - Officer Ticket / 辛憲英使用券            |Positive  |
|Demonheart - Dev's Coffee                         |Positive  |
|Assault on Hyperion Base                          |Positive  |
|RIFT - 7-day FREE Patron Pass                     |Positive  |
|Nanoswarm                                         |Positive  |
|The Twelve Trials                                 |Positive  |
|Fairyland: The Guild                              |Positive  |
|Fireflies                                         |Positive  |
|NTBSS: Shinobi Strikers Coat: Black (Gender-Neutral)|Positive  |
|Puzzle Monarch: Vampires                          |Positive  |
|Kz NTools : Fix Your Network                      |Positive  |
|Masked Shooters 2 - Assault                       |Positive  |
|Holiday Escape                                    |Positive  |
|Pachansky Mathematics 2+2=8                       |Positive  |
|Lucid Path                                        |Positive  |
|Test your knowledge: Cats                         |Positive  |
|Puzzle Monarch: Zombie                            |Positive  |
|Puzzle Monarch: Super Natural                     |Positive  |
|NearEscape                                        |Positive  |
|SHEEP SLING                                       |Positive  |
|Land of Puzzles: Castles                          |Positive  |
|Eternal Fantasy Cosplay Album                     |Positive  |
|Desktop Dynasties: Pro Football                   |Positive  |
|MMA Simulator                                     |Positive  |
|Fitzzle Fearless Sharks                           |Positive  |
|Rat Arena                                         |Positive  |
|Shennong: Taste of Illusion                       |Positive  |
|Falldown 79: Bottle of truth                      |Positive  |
|LUXO Buddies                                      |Positive  |
|Repeat the image: Animals                         |Positive  |
|TAL: Arctic 2                                     |Positive  |
|DrillMania                                        |Positive  |
|Dominus 2                                         |Positive  |
|Temple of the Lost                                |Positive  |
|The Occluder                                      |Positive  |
|Solar Fighters                                    |Positive  |
|The Mirum                                         |Positive  |
|WildKids                                          |Positive  |
|In your Shadow                                    |Positive  |
|SAMURAI IN AFRICA                                 |Positive  |
|Trash defense                                     |Positive  |
|SpaBerry VR Experience                            |Positive  |
|Chocolate Factory                                 |Positive  |
|Telekinetic                                       |Positive  |
|Deathdays End                                     |Positive  |
|Tank raid                                         |Positive  |
|The Secret of Gillwood                            |Positive  |
|東方苦粗芸物語 Touhou KSG Story                          |Positive  |
|妖怪俱乐部 Demon Club                                  |Positive  |
|MINImax Tinyverse - Two Realms Pack               |Positive  |
|Make A Jigsaw Puzzle                              |Positive  |
|落尘之域                                              |Positive  |
|Enclave - Digital Deluxe Content                  |Positive  |
|STARBO                                            |Positive  |
|Zero spring episode 2                             |Positive  |
|碧落传说                                              |Positive  |
|Tess Elated                                       |Positive  |
|Cappasity Demo                                    |Positive  |
|Explosive Pursuit                                 |Positive  |
|Samozbor: Rebellion                               |Positive  |
|Me And Dungeons                                   |Positive  |
|Parkour Simulator                                 |Positive  |
|Icarus - Prima Regula                             |Positive  |
|Cryptocurrency Clicker                            |Positive  |
|Armored Train                                     |Positive  |
|Math Hero                                         |Positive  |
|Voxel Drivers                                     |Positive  |
|blue.                                             |Positive  |
|National Machine                                  |Positive  |
|Rocksmith® 2014 Edition – Remastered – Five Finger Death Punch Song Pack|Positive  |
|Cat couple🐱                                       |Positive  |
|Downtown Mafia: Gang Wars                         |Positive  |
|Shimmer                                           |Positive  |
|SOULCALIBUR VI - DLC1: Tira                       |Positive  |
|Keyhole Spy: Hot Nurses                           |Positive  |
|Jade's Dungeon Descent                            |Positive  |
|Cute Girls VR                                     |Positive  |
|Dark SASI                                         |Positive  |
|Jack the Barbarian                                |Positive  |
|Monster Truck Drive                               |Positive  |
|Bane of Asphodel                                  |Positive  |
|Supermarket VR and mini-games                     |Positive  |
|Destined                                          |Positive  |
|Logout                                            |Positive  |
|Orbos                                             |Positive  |
|Fatal Stormer                                     |Positive  |
|Streets Ablaze                                    |Positive  |
|Soul Grabber                                      |Positive  |
|The Alpha Device                                  |Positive  |
|Mirage of Dragon                                  |Positive  |
|Laser Party                                       |Positive  |
|Jump Jumpz                                        |Positive  |
|Hentai no Hero                                    |Positive  |
|Lunar Pack                                        |Positive  |
|Supaplex SQUARES                                  |Positive  |
|Mahjong Magic Journey 2                           |Positive  |
|Bit.Trip.Flux with Soundtrack                     |Positive  |
|ForzeBreak                                        |Positive  |
|FARHOME                                           |Positive  |
|RPG Maker MV - Time Fantasy Add-on: Animals       |Positive  |
|Magic Nations                                     |Positive  |
|Real Farm - Potato Pack                           |Positive  |
|Extreme Racing on Highway                         |Positive  |
|Chaordic                                          |Positive  |
|Dear Apothecary                                   |Positive  |
|GRIP: Combat Racing - Official Soundtrack         |Positive  |
|Kolumno                                           |Positive  |
|The Yellow Quiz                                   |Positive  |
|Fairyland: Chronicle                              |Positive  |
|Zaccaria Pinball - 27 Retro Tables                |Positive  |
|MapleStory 2 - Starter Pack DLC                   |Positive  |
|Jigsaw Masterpieces                               |Positive  |
|Chronicles of Lurra                               |Positive  |
|Steep - X-Games DLC                               |Positive  |
|Steep™ - 90's DLC                                 |Positive  |
|Not Heaven                                        |Positive  |
|The Ball Encounter                                |Positive  |
|Monster Farm                                      |Positive  |
|Leisure Town                                      |Positive  |
|Lost Letters (of Seraphina)                       |Positive  |
|Love at Elevation                                 |Positive  |
|Naturallandscape - Three Gorges (自然景观系列-长江三峡)     |Positive  |
|Cricket Captain 2018                              |Positive  |
|Pillage                                           |Positive  |
|Neon Knight: Vengeance From The Grave             |Positive  |
|Steampunker                                       |Positive  |
|Kholat Aftermath Part 1 - Comic Book              |Positive  |
|Dark Sun Pictures' Dark Sun - The Space Shooter   |Positive  |
|荒野大蛮神                                             |Positive  |
|A Lullaby of Colors VR                            |Positive  |
|Bullynoid                                         |Positive  |
|Grave Keeper                                      |Positive  |
|Agartha                                           |Positive  |
|Dreadnought Renegade Stash DLC                    |Positive  |
|SCP: Derelict - SciFi First Person Shooter        |Positive  |
|Zup! Arena                                        |Positive  |
|WAKFU - Beach Pack                                |Positive  |
|PlatONIR                                          |Positive  |
|To the Core                                       |Positive  |
|SurvivalZ Battlegrounds                           |Positive  |
|Idle Cooking Emperor                              |Positive  |
|Orbitron                                          |Positive  |
|Land Of The Void                                  |Positive  |
|Dragon Roller Coaster VR                          |Positive  |
|Stickman Racer Road Draw 2                        |Positive  |
|Lab.Gen.                                          |Positive  |
|Witch The Bloodlines                              |Positive  |
|干支セトラ　陰ノ卷｜干支etc.　陰之卷                              |Positive  |
|The Banner Saga 3 - Survival Mode                 |Positive  |
|Curfew                                            |Positive  |
|Elite Archery                                     |Positive  |
|Dungeon Stars                                     |Positive  |
|Chicken Rider                                     |Positive  |
|Fight the Horror                                  |Positive  |
|Mr.Jezko                                          |Positive  |
|Impossible Runner                                 |Positive  |
|Fenix Box                                         |Positive  |
|Vinylove                                          |Positive  |
|Sargon's Lair                                     |Positive  |
|Crazy Alchemist                                   |Positive  |
|Study of Unusual: Forest of Secrets               |Positive  |
|Mixed Estate                                      |Positive  |
|三国虎将传VR2-Sanguo Warriors VR2                      |Positive  |
|The Desert's Rose                                 |Positive  |
|Puzzle Monarch: Egypt                             |Positive  |
|Turn up jeans                                     |Positive  |
|WWTF                                              |Positive  |
|WARRIORS OROCHI 4/無双OROCHI３ - Special Mounts Pack |Positive  |
|Intelligence: Dogs                                |Positive  |
|Business tour. Great Leaders: Napoleon            |Positive  |
|ERTX 2080TI Mining clicker                        |Positive  |
|WARRIORS OROCHI 4/無双OROCHI３ - Bonus Mount Pegasus |Positive  |
|Tennis Story                                      |Positive  |
|PixelRPG                                          |Positive  |
|Sequence - Robot programming simulator            |Positive  |
|Bargain Hunter                                    |Positive  |
|Mushroom rain                                     |Positive  |
|Saint Hazel's Horsepital                          |Positive  |
|Desolate Sands                                    |Positive  |
|The Communist Dogifesto                           |Positive  |
|IMM Defense                                       |Positive  |
|Zom-bie, or Not Zom-bie                           |Positive  |
|Atomic Rancher                                    |Positive  |
|Not So Middle Ages                                |Positive  |
|Cars Arena                                        |Positive  |
